Locations correspond to U00096.2 reference genome,,,,,,,,,,,,,,
NUM,Operon,Promoters,Terminators,TU count,TU,STRAND,GENE CNT,RegulonDB operon,Operon mismatches,GENES,WT_LOG,WT_STAT,WT_LOG,WT_STAT
1926,,,,,T-3474612:S-3475489,-,1,,,fkpA,9.9,8.4,100,100
1927,,,,,T-3474612:P-3475547,-,1,,,fkpA,9.6,8.2,99.9,98.3
1928,P-3475495:T-3475881,1,1,1,P-3475495:T-3475881,+,1,slyX,0,slyX,3.6,8.2,71.1,100
1929,,,,,T-3475892:S-3476580,-,1,,,slyD,9.3,9.9,100,99.7
1930,T-3475892:P-3479257,2,1,2,T-3475892:P-3479257,-,4,kefGB-yheV:slyD,1,kefG-kefB-yheV-slyD,5.6,5.8,99.4,81.8
1931,,,,,P-3479241:T-3482680,+,3,,,yheS-yheT-yheU,6.2,3.8,99.5,59.8
1932,P-3479241:T-3483469,2,2,4,P-3479241:T-3483469,+,4,prkB:yheSTU,1,yheS-yheT-yheU-prkB,6.2,4.2,99.6,65.6
1933,,,,,I-3482000:T-3482680,+,1,,,yheU,6.3,8.2,100,99
1934,,,,,I-3482000:T-3483469,+,2,,,yheU-prkB,6.3,6.9,100,94.6
1935,T-3483023:P-3483973,1,1,1,T-3483023:P-3483973,-,1,yhfA,0,yhfA,4.8,5.1,87.2,71.7
1936,,,,,P-3483976:T-3484799,+,1,,,crp,10.1,10,100,100
1937,P-3483976:T-3487040,1,2,2,P-3483976:T-3487040,+,2,crp:yhfK,1,crp-yhfK,6.4,3,99,33.7
1938,,,,,T-3486363:S-3488243,-,1,,,argD,8.4,1.4,100,22.7
1939,T-3486363:P-3489669,2,2,4,T-3486363:P-3489669,-,4,yhfG-fic-pabA:argD,1,yhfG-fic-pabA-argD,6.9,4.7,99.6,54.6
1940,,,,,T-3488218:S-3488243,-,,,,,7.2,5.3,100,100
1941,,,,,T-3488218:P-3489669,-,3,,,yhfG-fic-pabA,4.9,9.1,99.1,96.6
1942,T-3489731:P-3490397,1,1,1,T-3489731:P-3490397,-,1,ppiA,0,ppiA,6.5,7,99,94.6
1943,P-3490543:T-3491764,1,1,1,P-3490543:T-3491764,+,,,,,3.3,0.2,87.1,5
1944,P-3492010:T-3497331,3,1,3,P-3492010:T-3497331,+,4,nirBDC-cysG,0,nirB-nirD-nirC-cysG,3.3,1.5,69.8,26.6
1945,,,,,I-3495493:T-3497331,+,1,,,cysG,5.9,3.1,96.7,54.5
1946,,,,,I-3495770:T-3497331,+,1,,,cysG,6.3,3.4,100,60.1
1947,P-3497463:T-3497636,1,1,1,P-3497463:T-3497636,+,,,,,0.1,5.7,8.6,99.4
1948,P-3502048:T-3502824,1,1,1,P-3502048:T-3502824,+,1,frlABCDR,0,frlR,5.3,5.2,98.2,82.4
1949,T-3509058:P-3510388,1,1,1,T-3509058:P-3510388,-,2,yhfZY,0,yhfZ-yhfY,3.9,5.6,95.2,88.2
1950,,,,,T-3510499:S-3514007,-,4,,,dam-rpe-gph-trpS,8.3,7,100,94.6
1951,,,,,T-3510499:I-3515620,-,5,,,damX-dam-rpe-gph-trpS,8.5,7.5,100,96.3
1952,,,,,T-3510499:S-3517188,-,7,,,aroK-aroB-damX-dam-rpe-gph-trpS,8.7,7.7,100,97.1
1953,T-3510499:P-3517402,4,1,4,T-3510499:P-3517402,-,7,aroKB-damX-dam-rpe-gph-trpS,0,aroK-aroB-damX-dam-rpe-gph-trpS,8.7,7.6,100,96.8
1954,P-3520847:T-3523408,1,1,1,P-3520847:T-3523408,+,,,,,6.8,1.1,98.9,21.7
1955,T-3523526:P-3524253,1,1,1,T-3523526:P-3524253,-,1,nudE,0,nudE,7.2,6.7,99,86.5
1956,P-3524260:T-3528875,1,1,1,P-3524260:T-3528875,+,4,yrfF:yrfG-hslRO,1,yrfF-yrfG-hslR-hslO,6.2,5.6,92.8,77.5
1957,P-3530702:T-3532512,1,1,1,P-3530702:T-3532512,+,1,pck,0,pck,7.5,9.7,99.5,100
1958,T-3532532:P-3534971,1,1,1,T-3532532:P-3534971,-,2,ompR-envZ,0,ompR-envZ,5.6,8.8,93.9,98.4
1959,P-3534660:T-3537824,1,1,1,P-3534660:T-3537824,+,2,yhgF:greB,1,greB-yhgF,7.5,2.1,100,35.2
1960,P-3538081:T-3541026,1,1,1,P-3538081:T-3541026,+,3,feoABC,0,feoA-feoB-feoC,6.1,3.2,99.4,57.7
1961,T-3542086:P-3542896,1,1,1,T-3542086:P-3542896,-,1,bioH,0,bioH,4.3,1.9,100,35.8
1962,P-3543205:T-3544340,1,1,1,P-3543205:T-3544340,+,1,gntX-nfuA,0,nfuA,7.1,6,95.2,84.2
1963,P-3544428:T-3545958,1,1,1,P-3544428:T-3545958,+,1,gntT,0,gntT,8.3,5.1,100,82
1964,T-3545968:P-3550531,1,1,1,T-3545968:P-3550531,-,2,malPQ,0,malP-malQ,7.8,6.7,100,96.6
1965,P-3550761:T-3553973,1,1,1,P-3550761:T-3553973,+,1,malT,0,malT,8.4,10.1,98.3,99.3
1966,T-3553848:P-3556154,1,1,1,T-3553848:P-3556154,-,2,rtcBA,0,rtcB-rtcA,3.7,4.7,87.4,70.3
1967,T-3557792:P-3559882,1,1,1,T-3557792:P-3559882,-,3,glpEGR,0,glpE-glpG-glpR,6.6,3.3,100,52.9
1968,P-3559930:T-3561749,1,1,1,P-3559930:T-3561749,+,1,glpD,0,glpD,2.4,7.1,61.3,95.6
1969,,,,,T-3561678:I-3564026,-,1,,,yzgL,7.8,8.2,99.1,88.7
1970,T-3561678:P-3572960,2,3,5,T-3561678:P-3572960,-,7,glgBXCAP:asd:yzgL,2,asd-glgB-glgX-glgC-glgA-glgP-yzgL,8.7,8.8,99.8,96.3
1971,,,,,T-3562137:I-3564026,-,,,,,8.6,9.6,100,100
1972,,,,,T-3562137:P-3572960,-,6,,,asd-glgB-glgX-glgC-glgA-glgP,8.9,9.1,100,98.6
1973,,,,,T-3569277:P-3572960,-,2,,,asd-glgB,10.1,8.7,100,99
1974,P-3572683:T-3573932,1,1,1,P-3572683:T-3573932,+,1,yhgN,0,yhgN,4.9,2,97.5,33
1975,,,,,T-3573711:S-3575665,-,2,,,gntK-gntU,4.4,1.1,93.6,19.9
1976,T-3573711:P-3576834,2,1,2,T-3573711:P-3576834,-,3,gntRKU,0,gntR-gntK-gntU,4.5,3.2,95.9,46
1977,AS-3576860:T-3577021,1,1,1,AS-3576860:T-3577021,+,,,,,4.4,,100,
1978,T-3576950:P-3578851,1,1,1,T-3576950:P-3578851,-,2,yhhX:yhhW,1,yhhX-yhhW,5.2,6.8,93.9,94.6
1979,T-3578946:P-3579038,1,1,1,T-3578946:P-3579038,-,,,,,1.3,,64.5,
1980,T-3583080:P-3584876,1,1,1,T-3583080:P-3584876,-,1,ggt,0,ggt,5.7,6.9,100,97.5
1981,,,,,P-3584944:T-3585474,+,1,,,yhhA,2.3,9.9,69.5,100
1982,P-3584944:T-3585590,1,2,2,P-3584944:T-3585590,+,1,yhhA,0,yhhA,2.6,9,73.6,95.8
1983,,,,,T-3585245:I-3586368,-,1,,,ugpQ,4.3,7.3,98.9,98.9
1984,T-3585245:P-3590448,2,2,3,T-3585245:P-3590448,-,5,ugpBAECQ,0,ugpB-ugpA-ugpE-ugpC-ugpQ,3.8,8.6,79.9,98.5
1985,,,,,T-3589007:P-3590448,-,1,,,ugpB,6.1,11.9,100,100
1986,T-3590607:P-3595767,1,1,1,T-3590607:P-3595767,-,5,livKHMGF,0,livK-livH-livM-livG-livF,9.3,5.8,99.9,88.6
1987,T-3596237:P-3597784,1,2,2,T-3596237:P-3597784,-,1,livJ,0,livJ,10.2,8.6,100,86.7
1988,,,,,T-3596436:P-3597784,-,1,,,livJ,11.2,9.9,100,99.5
1989,,,,,T-3597918:S-3598885,-,1,,,rpoH,8.8,10.6,100,100
1990,,,,,T-3597918:S-3599026,-,1,,,rpoH,8.5,10.3,100,98.1
1991,T-3597918:P-3602401,3,2,4,T-3597918:P-3602401,-,4,rpoH:ftsYEX,1,ftsY-ftsE-ftsX-rpoH,7.8,7.2,99.9,91.2
1992,,,,,T-3599029:P-3602401,-,3,,,ftsY-ftsE-ftsX,7.5,6.2,99.9,88.9
1993,P-3602351:T-3603431,1,1,1,P-3602351:T-3603431,+,2,rsmD-yhhL,0,rsmD-yhhL,5.9,2.1,99.3,40.2
1994,T-3603221:P-3603631,1,1,1,T-3603221:P-3603631,-,,,,,4.5,1.4,100,27
1995,P-3603724:T-3604414,1,1,1,P-3603724:T-3604414,+,1,yhhN,0,yhhN,4.8,6.4,100,96.2
1996,P-3604465:T-3606962,1,1,1,P-3604465:T-3606962,+,1,zntA,0,zntA,4.4,1.3,91.7,26.3
1997,T-3606755:P-3607043,1,1,1,T-3606755:P-3607043,-,1,,,sirA,4.3,0.6,100,12.5
1998,P-3607144:T-3608584,2,1,2,P-3607144:T-3608584,+,2,yhhQ:dcrB,1,yhhQ-dcrB,5.6,4.6,88.9,63.4
1999,,,,,S-3607941:T-3608584,+,1,,,dcrB,8.2,7.4,100,93.9
2000,T-3608320:P-3609781,1,1,1,T-3608320:P-3609781,-,1,yhhS,0,yhhS,3,0.6,79.7,11.6
2001,P-3609872:T-3611589,1,1,1,P-3609872:T-3611589,+,2,acpT:yhhT,1,yhhT-acpT,4.5,6.7,90.3,98
2002,P-3616561:T-3617044,1,1,1,P-3616561:T-3617044,+,1,nikABCDER,0,nikR,4.7,0.4,99.8,9.3
2003,T-3616921:AS-3617186,1,1,1,T-3616921:AS-3617186,-,,,,,1.8,6.9,62.4,96.6
2004,T-3623687:P-3628951,1,1,1,T-3623687:P-3628951,-,3,yhiI-rbbA-yhhJ,0,yhiI-rbbA-yhhJ,6.4,4.1,99.8,64
2005,,,,,T-3634038:S-3635459,-,1,,,yhiN,5.4,6.2,99.7,95.5
2006,T-3634038:P-3635526,2,1,2,T-3634038:P-3635526,-,1,yhiN,0,yhiN,5.1,6.1,95.2,94.4
2007,P-3635428:T-3637239,2,1,2,P-3635428:T-3637239,+,1,pitA,0,pitA,8.5,7.6,99.3,99.7
2008,,,,,S-3635602:T-3637239,+,1,,,pitA,9.2,7.6,100,99.6
2009,T-3636863:P-3637868,1,1,1,T-3636863:P-3637868,-,1,uspB,0,uspB,5.4,10.1,92.4,100
2010,P-3637961:T-3638595,2,1,2,P-3637961:T-3638595,+,1,uspA,0,uspA,8.6,9.9,100,100
2011,,,,,S-3638008:T-3638595,+,1,,,uspA,9,10.2,100,100
2012,P-3638862:T-3640374,1,1,1,P-3638862:T-3640374,+,1,dtpB,0,dtpB,3.9,7,85.9,97.6
2013,T-3640392:P-3643271,1,1,1,T-3640392:P-3643271,-,2,prlC-rsmJ,0,prlC-yhiQ,6.9,7.5,100,95
2014,P-3643348:T-3646360,1,1,1,P-3643348:T-3646360,+,2,gor,0,yhiR-gor,6.2,4.3,95.8,64.1
2015,T-3645691:P-3646004,1,1,1,T-3645691:P-3646004,-,1,dinQ,0,dinQ,8.2,10.8,97.8,100
2016,,,,,P-3651972:T-3652567,+,1,,,slp,6.3,8.3,99.3,100
2017,P-3651972:T-3652722,1,2,2,P-3651972:T-3652722,+,1,slp-dctR,0,slp,5.2,7.8,87.1,99.2
2018,T-3653948:P-3654813,1,1,1,T-3653948:P-3654813,-,2,hdeAB-yhiD,0,hdeA-hdeB,6.7,10.9,97.6,100
2019,P-3654984:T-3655621,1,1,1,P-3654984:T-3655621,+,1,hdeD,0,hdeD,4.9,7.9,98.6,100
2020,P-3655824:T-3657094,1,1,1,P-3655824:T-3657094,+,1,gadE-mdtEF,0,gadE,3.4,7.1,70.7,94.7
2021,,,,,T-3661393:S-3662644,-,1,,,gadW,4,7.9,91.5,98.4
2022,T-3661393:P-3663863,2,2,4,T-3661393:P-3663863,-,2,gadAXW,0,gadX-gadW,5.4,9.2,95.7,98.9
2023,,,,,T-3661797:S-3662644,-,1,,,gadW,4.4,8.8,99.3,99.9
2024,,,,,T-3661797:P-3663863,-,2,,,gadX-gadW,5.8,9.9,99.7,99.6
2025,P-3662800:T-3662992,2,1,2,P-3662800:T-3662992,+,1,gadY,0,gadY,3.7,5.7,99.5,77.7
2026,,,,,I-3662888:T-3662992,+,,,,,4.6,8.2,99,100
2027,AS-3663873:T-3664150,1,1,1,AS-3663873:T-3664150,+,,,,,2.6,5.6,66.2,82.7
2028,T-3664180:P-3665630,1,1,1,T-3664180:P-3665630,-,1,gadAXW,0,gadA,1,3.7,29.8,56.4
2029,P-3667573:T-3669494,2,1,2,P-3667573:T-3669494,+,1,treF,0,treF,3.9,6.9,84,94.2
2030,,,,,S-3667594:T-3669494,+,1,,,treF,4,6.9,83.9,94.2
2031,P-3671355:T-3672598,1,1,1,P-3671355:T-3672598,+,1,yhjD,0,yhjD,3.7,6.5,81.4,88.1
2032,P-3672783:T-3674430,1,1,1,P-3672783:T-3674430,+,1,yhjE,0,yhjE,8.5,2.8,100,52.8
2033,T-3674160:P-3676402,1,1,1,T-3674160:P-3676402,-,1,yhjG,0,yhjG,3.7,8.4,86.4,98.1
2034,P-3677320:T-3678433,1,1,1,P-3677320:T-3678433,+,1,kdgK,0,kdgK,6.3,4.4,100,74.1
2035,T-3678440:P-3681520,1,2,2,T-3678440:P-3681520,-,2,yhjJ:dctA,1,dctA-yhjJ,5.6,5.7,99.4,83.4
2036,,,,,T-3680174:P-3681520,-,1,,,dctA,6.1,7.4,100,100
2037,,,,,T-3681592:S-3683669,-,1,,,yhjK,4.5,3.9,97.6,62.6
2038,,,,,T-3681592:I-3684225,-,1,,,yhjK,4.3,4.8,96.1,70.5
2039,,,,,T-3681592:I-3684327,-,1,,,yhjK,4.3,4.9,96.3,71.6
2040,T-3681592:P-3694386,4,2,8,T-3681592:P-3694386,-,7,yhjR:bcsQ:bcsABZC:yhjK,3,yhjR-bcsQ-bcsA-bcsB-bcsZ-bcsC-yhjK,2.6,1.9,69.5,27
2041,,,,,T-3683485:S-3683669,-,,,,,5.3,7.4,100,100
2042,,,,,T-3683485:I-3684225,-,,,,,3.9,8,93,100
2043,,,,,T-3683485:I-3684327,-,,,,,4.1,7.9,93.8,100
2044,,,,,T-3683485:P-3694386,-,6,,,yhjR-bcsQ-bcsA-bcsB-bcsZ-bcsC,2.3,1.6,64.6,21.4
2045,P-3694375:T-3698131,2,1,2,P-3694375:T-3698131,+,3,bcsEFG,0,bcsE-bcsF-bcsG,6.2,6.8,98.6,95.1
2046,,,,,S-3694421:T-3698131,+,3,,,bcsE-bcsF-bcsG,6.3,6.8,99.9,95
2047,T-3697971:P-3698118,1,1,1,T-3697971:P-3698118,-,1,ldrD,0,ldrD,3.5,6.9,100,100
2048,P-3698160:T-3698211,1,1,1,P-3698160:T-3698211,+,1,rdlD,0,rdlD,2.2,0.8,100,17.3
2049,T-3699828:P-3705893,1,2,2,T-3699828:P-3705893,-,5,dppABCDF,0,dppA-dppB-dppC-dppD-dppF,8,7.5,100,92.3
2050,,,,,T-3704012:P-3705893,-,1,,,dppA,10,11.1,100,100
2051,AS-3705911:T-3706319,1,1,1,AS-3705911:T-3706319,+,,,,,2.5,8.2,57.9,100
2052,T-3706660:P-3706720,1,1,1,T-3706660:P-3706720,-,,,,,4.8,4.3,91.8,78.7
2053,,,,,T-3706805:I-3706874,-,,,,,6.4,9.6,100,100
2054,T-3706805:P-3708605,2,1,2,T-3706805:P-3708605,-,1,eptB,0,eptB,4.1,3.2,94.7,53.6
2055,T-3709988:P-3711033,1,1,1,T-3709988:P-3711033,-,1,yhjY,0,yhjY,3.2,8.9,78.8,100
2056,P-3710766:T-3712183,1,1,1,P-3710766:T-3712183,+,2,tag-yiaC,0,tag-yiaC,5.1,4.7,96.3,73.3
2057,T-3712009:P-3714534,1,1,1,T-3712009:P-3714534,-,1,bisC,0,bisC,5.5,4.4,96.3,72.2
2058,P-3714524:T-3715256,1,1,1,P-3714524:T-3715256,+,1,yiaD,0,yiaD,4.4,0.9,89.2,18.6
2059,P-3715311:T-3716546,1,1,1,P-3715311:T-3716546,+,1,ghrB,0,ghrB,7.2,2.6,100,47.9
2060,T-3716345:P-3717119,1,1,1,T-3716345:P-3717119,-,1,yiaF,0,yiaF,8.9,9.8,100,100
2061,P-3717455:T-3717823,1,1,1,P-3717455:T-3717823,+,1,yiaG,0,yiaG,6.9,11.3,99.7,100
2062,P-3717912:T-3718320,1,1,1,P-3717912:T-3718320,+,1,cspA,0,cspA,8.2,7.7,100,96.8
2063,,,,,T-3720340:I-3720573,-,,,,,9.1,7.4,100,86.3
2064,,,,,T-3720340:I-3722588,-,1,,,glyS,9.7,7.6,100,98.5
2065,T-3720340:P-3723376,3,1,3,T-3720340:P-3723376,-,2,glyQS,0,glyQ-glyS,9.5,7.3,100,96.3
2066,T-3723387:P-3723815,1,1,1,T-3723387:P-3723815,-,1,ysaB,0,ysaB,1.6,7.7,52.9,100
2067,,,,,T-3725034:I-3727986,-,2,,,xylB-yiaB,2.8,6.2,66.5,78.8
2068,T-3725034:P-3728855,2,1,2,T-3725034:P-3728855,-,3,yiaB:xylAB,1,xylA-xylB-yiaB,2.6,6,63.5,80.5
2069,P-3729093:T-3734734,1,1,1,P-3729093:T-3734734,+,4,xylFGHR,0,xylF-xylG-xylH-xylR,2.3,4.1,56.6,65.4
2070,T-3730490:AS-3730805,1,1,1,T-3730490:AS-3730805,-,,,,,2.7,7.8,95.6,100
2071,T-3734120:P-3735263,1,1,1,T-3734120:P-3735263,-,1,bax,0,bax,7.1,8.5,94.5,98.7
2072,P-3737698:T-3739363,1,1,1,P-3737698:T-3739363,+,1,avtA,0,avtA,6.5,4.3,99.7,64.4
2073,,,,,T-3739198:I-3739861,-,,,,,5,1.6,100,29.2
2074,T-3739198:P-3740562,2,1,2,T-3739198:P-3740562,-,1,yiaJ,0,yiaJ,5.5,2.4,100,42.4
2075,P-3750015:T-3751132,1,1,1,P-3750015:T-3751132,+,1,yiaU,0,yiaU,2,4.5,63.3,79.8
2076,T-3752574:P-3754557,1,2,2,T-3752574:P-3754557,-,1,aldB,0,aldB,3,11,65.4,99.7
2077,,,,,T-3752907:P-3754557,-,1,,,aldB,3.6,11.6,75.7,100
2078,,,,,T-3756000:I-3757964,-,1,,,selB,6.6,2.4,99.9,43.2
2079,T-3756000:P-3759998,2,1,2,T-3756000:P-3759998,-,3,selAB:yibF,1,yibF-selA-selB,6.4,3.1,99.8,47.7
2080,T-3763908:AS-3764113,1,1,1,T-3763908:AS-3764113,-,,,,,0.9,7,81.6,100
2081,T-3767879:P-3769833,1,1,1,T-3767879:P-3769833,-,2,yibIH,0,yibI-yibH,2.8,8.1,75.7,99.9
2082,P-3770213:T-3774282,1,1,1,P-3770213:T-3774282,+,3,mtlADR,0,mtlA-mtlD-mtlR,7,9.7,99.5,98.6
2083,,,,,T-3773910:S-3774468,-,1,,,yibT,5.4,10.3,90.9,100
2084,T-3773910:P-3774659,2,2,4,T-3773910:P-3774659,-,1,yibT,0,yibT,4.4,9,78.5,96
2085,,,,,T-3774030:S-3774468,-,1,,,yibT,6.5,11.4,100,100
2086,,,,,T-3774030:P-3774659,-,1,,,yibT,5,9.5,82.5,95.2
2087,P-3774678:T-3775161,1,1,1,P-3774678:T-3775161,+,1,yibL,0,yibL,6.5,6.5,100,92.4
2088,P-3775313:T-3779157,1,1,1,P-3775313:T-3779157,+,3,lldPRD,0,lldP-lldR-lldD,4.3,7.5,91.3,99.6
2089,P-3779223:T-3779965,1,1,1,P-3779223:T-3779965,+,1,trmL,0,trmL,3.7,,94.9,
2090,,,,,T-3779661:I-3782990,-,4,,,grxC-secB-gpsA-cysE,8.5,7.9,100,95.6
2091,T-3779661:P-3783076,2,1,2,T-3779661:P-3783076,-,5,cysE:yibN:secB-gpsA:grxC,3,yibN-grxC-secB-gpsA-cysE,8.4,7.8,100,94.9
2092,P-3783004:T-3787303,2,1,2,P-3783004:T-3787303,+,3,gpmM-envC-yibQ,0,gpmM-envC-yibQ,7.4,4.3,98.5,61.1
2093,,,,,I-3785975:T-3787303,+,1,,,yibQ,5.7,1.4,97.7,23.9
2094,,,,,T-3788191:I-3788898,-,,,,,5.1,7,99.7,79.8
2095,,,,,T-3788191:I-3790148,-,1,,,tdh,5.6,8,99.9,92.7
2096,T-3788191:P-3790693,3,1,3,T-3788191:P-3790693,-,2,kbl-tdh,0,kbl-tdh,5.6,7.6,99.9,93.8
2097,T-3790799:P-3791706,1,1,1,T-3790799:P-3791706,-,1,,,yibB,6,3.9,99.4,58.8
2098,P-3791777:T-3796265,1,1,1,P-3791777:T-3796265,+,4,rfaD-waaFC-rfaL,0,rfaD-rfaF-rfaC-rfaL,8,5.5,100,82
2099,,,,,T-3794870:I-3803853,-,7,,,rfaS-rfaB-rfaI-rfaJ-rfaY-rfaZ-waaU,5.9,3.7,96.6,61.9
2100,T-3794870:P-3806261,2,1,2,T-3794870:P-3806261,-,10,waaQGP-rfaS-waaBIJY-rfaZ-waaK,0,rfaQ-rfaG-rfaP-rfaS-rfaB-rfaI-rfaJ-rfaY-rfaZ-waaU,6.1,4,97.3,66.7
2101,P-3806532:T-3808540,2,1,2,P-3806532:T-3808540,+,2,waaA-coaD,0,waaA-coaD,5.9,2.9,99.4,44.6
2102,,,,,I-3807433:T-3808540,+,1,,,coaD,6,5.2,100,78.8
2103,T-3808262:P-3809199,1,1,1,T-3808262:P-3809199,-,1,yicR-rpmBG-mutM,0,mutM,5.2,1.7,100,30.1
2104,,,,,T-3809253:I-3810018,-,2,,,rpmB-rpmG,10.9,8.8,99.9,97.8
2105,T-3809253:P-3810599,2,1,2,T-3809253:P-3810599,-,3,yicR-rpmBG-mutM,0,yicR-rpmB-rpmG,6.4,5.3,62.9,61.1
2106,P-3810725:T-3813134,1,1,1,P-3810725:T-3813134,+,3,dut-slmA:dfp,1,dfp-dut-slmA,7.5,2.9,100,50.7
2107,,,,,T-3813125:S-3813796,-,1,,,pyrE,6.9,0.3,96.3,5.5
2108,T-3813125:P-3814602,2,1,2,T-3813125:P-3814602,-,2,rph-pyrE,0,rph-pyrE,6.7,0.8,97,15.8
2109,P-3814672:T-3815616,1,1,1,P-3814672:T-3815616,+,1,yicC,0,yicC,8.2,7.3,100,94.7
2110,P-3819410:T-3825389,1,1,1,P-3819410:T-3825389,+,5,rpoZ-spoT-trmH-recG:gmk,1,gmk-rpoZ-spoT-trmH-recG,7.4,3.4,99.9,47.3
2111,T-3819805:AS-3820118,1,1,1,T-3819805:AS-3820118,-,,,,,0.8,6.3,36,91.7
2112,T-3825241:P-3827176,1,1,1,T-3825241:P-3827176,-,1,gltS,0,gltS,4.4,5.9,95.6,88.4
2113,P-3826944:T-3828356,1,1,1,P-3826944:T-3828356,+,,,,,7,,100,
2114,P-3828455:T-3830218,1,1,1,P-3828455:T-3830218,+,1,yicH,0,yicH,6.4,7.3,100,97.7
2115,P-3834221:T-3834385,2,1,2,P-3834221:T-3834385,+,1,selC,0,selC,3.5,4.9,100,71.5
2116,,,,,S-3834246:T-3834385,+,,,,,3.5,4.9,100,66.4
2117,P-3836237:T-3837271,1,1,1,P-3836237:T-3837271,+,1,yicL,0,yicL,4.4,4,91.5,72.7
2118,T-3836412:P-3838038,1,1,1,T-3836412:P-3838038,-,1,nlpA,0,nlpA,6.8,5.3,96.4,73.3
2119,P-3841933:T-3843748,1,1,1,P-3841933:T-3843748,+,,,,,2.5,4.1,56.3,71.4
2120,,,,,T-3845395:S-3848767,-,2,,,uhpA-uhpB,4.3,2.4,94.2,33.1
2121,T-3845395:P-3851039,2,2,3,T-3845395:P-3851039,-,5,ivbL-ilvBN-uhpABC,0,ivbL-ilvB-ilvN-uhpA-uhpB,6.3,6.5,96.5,60
2122,,,,,T-3848803:P-3851039,-,3,,,ivbL-ilvB-ilvN,9.3,12.5,100,100
2123,T-3851214:P-3851279,1,1,1,T-3851214:P-3851279,-,1,,,istR,,4.9,,81.8
2124,P-3851361:T-3851689,1,1,1,P-3851361:T-3851689,+,1,tisB,0,tisB,6.5,9.4,99.1,96.7
2125,T-3853039:P-3854436,1,1,1,T-3853039:P-3854436,-,3,yidHGF,0,yidH-yidG-yidF,3,4.8,74.5,69
2126,P-3854419:T-3854838,1,1,1,P-3854419:T-3854838,+,,,,,2.3,1.6,66,31.7
2127,P-3858277:T-3859243,1,1,1,P-3858277:T-3859243,+,1,yidL,0,yidL,1.5,4.2,36.8,73.8
2128,T-3862625:P-3864366,1,1,1,T-3862625:P-3864366,-,1,yidE,0,yidE,4.8,5.8,95.5,88.1
2129,T-3864487:P-3865540,1,1,1,T-3864487:P-3865540,-,2,ibpAB,0,ibpA-ibpB,5.6,1.9,98.5,35
2130,P-3865552:T-3866478,2,1,2,P-3865552:T-3866478,+,1,yidQ,0,yidQ,5.1,6.9,88.5,92.2
2131,,,,,S-3865632:T-3866478,+,1,,,yidQ,5.6,7.1,96.8,93.4
2132,T-3866057:P-3867325,1,1,1,T-3866057:P-3867325,-,,,,,3.6,0.4,94.3,6.7
2133,T-3873764:P-3875518,1,2,2,T-3873764:P-3875518,-,2,yidA:yidB,1,yidB-yidA,5.2,4.4,97.2,62.5
2134,,,,,T-3874933:P-3875518,-,1,,,yidB,5.4,8.2,97.4,100
2135,,,,,T-3875670:I-3878174,-,1,,,gyrB,8.3,5.6,100,85.8
2136,,,,,T-3875670:S-3881903,-,4,,,dnaA-dnaN-recF-gyrB,7.8,5.6,100,78.3
2137,T-3875670:P-3881983,3,1,3,T-3875670:P-3881983,-,4,gyrB:dnaAN-recF,1,dnaA-dnaN-recF-gyrB,7.7,5.6,99.9,78.6
2138,P-3882138:T-3884782,2,1,2,P-3882138:T-3884782,+,4,rpmH-rnpA,0,rpmH-rnpA-yidD-yidC,9.8,4.7,100,72.7
2139,,,,,S-3882264:T-3884782,+,4,,,rpmH-rnpA-yidD-yidC,9.9,4.6,100,71.3
2140,P-3884775:T-3886246,1,1,1,P-3884775:T-3886246,+,1,mnmE,0,mnmE,6.6,3.3,97,60.6
2141,P-3886435:T-3889518,1,1,1,P-3886435:T-3889518,+,3,tnaCAB,0,tnaC-tnaA-tnaB,2.8,4.1,60.2,63.4
2142,,,,,T-3891507:AS-3891744,-,,,,,3.5,6.3,96.6,100
2143,T-3891507:AS-3891867,2,1,2,T-3891507:AS-3891867,-,,,,,3.5,7,90,100
2144,T-3893274:P-3894661,1,1,1,T-3893274:P-3894661,-,1,purP,0,purP,7.5,1,100,19.2
2145,AS-3902442:T-3902861,1,1,1,AS-3902442:T-3902861,+,,,,,3.5,,86.2,
2146,T-3904859:P-3909591,1,1,1,T-3904859:P-3909591,-,5,pstSCAB-phoU,0,pstS-pstC-pstA-pstB-phoU,7.1,3.9,100,58.8
2147,,,,,T-3909772:I-3912383,-,1,,,glmS,9.3,9,100,97.2
2148,T-3909772:P-3913243,2,1,2,T-3909772:P-3913243,-,2,glmUS,0,glmU-glmS,9.2,8.8,100,97.9
2149,T-3913552:P-3920547,1,1,1,T-3913552:P-3920547,-,9,atpIBEFHAGDC,0,atpI-atpB-atpE-atpF-atpH-atpA-atpG-atpD-atpC,12.3,8.8,100,99.8
2150,AS-3920628:T-3921185,1,1,1,AS-3920628:T-3921185,+,,,,,3.7,2.6,91.6,48.6
2151,T-3920941:P-3921731,1,1,1,T-3920941:P-3921731,-,1,asnC-mioC-mnmG-rsmG,0,rsmG,6.2,2.9,100,54.2
2152,AS-3921364:T-3921738,1,1,1,AS-3921364:T-3921738,+,,,,,5.3,5.7,100,94.9
2153,,,,,T-3921750:S-3923702,-,1,,,mnmG,7,1,100,18.7
2154,T-3921750:P-3924499,2,1,2,T-3921750:P-3924499,-,2,asnC-mioC-mnmG-rsmG,0,mioC-mnmG,7.3,1.9,100,33.6
